procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174524  31072 317136    0    0     0     0    9   13  0  1 99  0
 0  0      0 174524  31072 317136    0    0     0     0   10   15  0  0 100  0
 0  0      0 174524  31072 317136    0    0     0     0   11   15  0  0 100  0
 0  0      0 174524  31080 317136    0    0     0    16   12   21  0  0 99  1
 0  0      0 174524  31080 317136    0    0     0     0    8   11  0  0 100  0
 0  0      0 174524  31080 317136    0    0     0     0    8   13  0  0 100  0
 0  0      0 174524  31080 317136    0    0     0     0   10   13  0  0 100  0
 0  0      0 174524  31080 317136    0    0     0     0   10   17  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  2      0 174524  31084 317132    0    0     0    12   10   23  0  0 100  0
 0  0      0 174524  31088 317136    0    0     0     4   13   19  0  0 99  1
 0  0      0 174524  31088 317136    0    0     0     0   11   13  0  0 100  0
 0  0      0 174524  31088 317136    0    0     0     0    9   13  0  0 100  0
 1  0      0 174524  31088 317136    0    0     0     8   11   13  0  0 100  0
 0  0      0 174524  31088 317136    0    0     0     0   10   16  0  0 100  0
 0  0      0 174524  31096 317128    0    0     0    16   13   23  0  0 99  1
 0  0      0 174524  31096 317136    0    0     0     0   10   13  0  0 100  0
 0  0      0 174524  31096 317136    0    0     0     0    8   11  0  0 100  0
 0  0      0 174524  31096 317136    0    0     0     0    9   15  0  0 100  0
 0  0      0 174524  31096 317136    0    0     0     0   10   13  0  0 100  0
 0  0      0 174524  31096 317136    0    0     0     0    9   15  0  0 100  0
 0  0      0 174524  31104 317128    0    0     0    16   11   21  0  0 100  0
 0  0      0 174524  31104 317136    0    0     0     0   10   13  0  0 100  0
 0  0      0 174524  31104 317136    0    0     0     0   11   15  0  0 100  0
 0  0      0 174524  31104 317136    0    0     0     0    8   13  0  0 100  0
 0  0      0 174524  31104 317136    0    0     0     0    8   11  0  0 100  0
 0  0      0 174524  31104 317136    0    0     0     0    9   15  0  0 100  0
 0  0      0 174524  31112 317128    0    0     0    16   14   21  0  0 99  1
 0  0      0 174524  31112 317136    0    0     0     4   10   15  0  0 100  0
 0  0      0 174524  31112 317136    0    0     0     0   10   11  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174524  31112 317136    0    0     0     0   11   26  0  0 100  0
 0  0      0 174524  31112 317136    0    0     0     0   12   15  1  0 99  0
 0  0      0 174524  31112 317140    0    0     0     0    9   15  0  0 100  0
 0  0      0 174524  31120 317132    0    0     0    16   12   21  0  0 100  0
 0  0      0 174524  31120 317140    0    0     0     0   10   13  0  0 100  0
 0  0      0 174524  31120 317140    0    0     0     0   10   13  0  0 100  0
 0  0      0 174524  31120 317140    0    0     0     0    8   15  0  0 100  0
 0  0      0 174524  31120 317140    0    0     0     0    8   13  0  0 100  0
 0  0      0 174524  31120 317140    0    0     0     0   11   16  0  1 99  0
 0  0      0 174524  31128 317132    0    0     0    12   14   21  0  0 99  1
 0  0      0 174524  31128 317140    0    0     0     0    8   13  0  0 100  0
 0  0      0 174524  31128 317140    0    0     0     0    8   11  0  0 100  0
 0  0      0 174524  31128 317140    0    0     0     0    9   13  0  0 100  0
 0  0      0 174524  31128 317140    0    0     0     0   12   15  0  0 100  0
 0  0      0 174524  31128 317140    0    0     0     0   10   15  0  0 100  0
 0  0      0 174400  31136 317132    0    0     0    12   11   17  0  0 99  1
 0  0      0 174400  31136 317140    0    0     0     0    8   13  0  0 100  0
 0  0      0 174400  31136 317140    0    0     0     0   10   13  0  0 100  0
 0  0      0 174400  31136 317140    0    0     0     0    9   15  0  0 100  0
 0  0      0 174400  31136 317140    0    0     0     0    8   11  0  0 100  0
 0  0      0 174400  31136 317140    0    0     0     0    9   15  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174400  31144 317140    0    0     0    12   17   30  0  0 99  1
 0  0      0 174400  31144 317140    0    0     0     0   11   11  0  0 100  0
 0  0      0 174400  31144 317140    0    0     0     0    9   15  0  0 100  0
 0  0      0 174400  31144 317140    0    0     0     0    9   13  0  0 100  0
 0  0      0 174400  31144 317140    0    0     0     0   10   15  0  0 100  0
 0  0      0 174400  31144 317140    0    0     0     0    9   14  0  0 100  0
 0  0      0 174400  31152 317132    0    0     0    12   11   17  0  0 99  1
 0  0      0 174400  31152 317140    0    0     0     0   10   15  0  0 100  0
 0  0      0 174400  31152 317140    0    0     0     0   11   13  0  0 100  0
 0  0      0 174400  31152 317140    0    0     0     0    8   14  0  0 100  0
 0  0      0 174400  31152 317140    0    0     0     0    9   13  0  0 100  0
 0  0      0 174400  31152 317140    0    0     0     0    9   15  0  0 100  0
 0  0      0 174400  31160 317132    0    0     0    16   14   21  0  0 100  0
 0  0      0 174400  31160 317140    0    0     0     0    8   13  0  0 100  0
 0  0      0 174400  31160 317140    0    0     0     0    8   11  0  0 100  0
 0  0      0 174400  31160 317140    0    0     0     0    9   13  0  1 99  0
 0  0      0 174400  31160 317140    0    0     0     0   10   15  0  0 100  0
 0  0      0 174400  31168 317132    0    0     0    24   13   23  0  0 99  1
 0  0      0 174400  31168 317140    0    0     0     0   10   13  0  0 100  0
 0  0      0 174400  31168 317140    0    0     0     0    8   11  0  0 100  0
 0  0      0 174400  31168 317140    0    0     0     0   10   15  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174400  31168 317140    0    0     0     0    8   21  0  0 100  0
 0  0      0 174400  31168 317140    0    0     0     0   12   15  0  0 100  0
 0  0      0 174400  31176 317140    0    0     0    16   12   23  0  0 99  1
 0  0      0 174400  31176 317140    0    0     0     0    9   12  0  0 100  0
 0  0      0 174400  31176 317140    0    0     0     0    7   13  0  0 100  0
 0  0      0 174400  31176 317140    0    0     0     0    9   11  0  0 100  0
 0  0      0 174400  31176 317140    0    0     0     0   11   15  0  0 100  0
 0  0      0 174400  31176 317140    0    0     0     0   12   15  0  0 100  0
 0  0      0 174400  31184 317144    0    0     0    16   12   23  0  0 99  1
 0  0      0 174400  31184 317144    0    0     0     0    8   11  0  0 100  0
 0  0      0 174400  31184 317144    0    0     0     0    8   15  0  0 100  0
 0  0      0 174400  31184 317144    0    0     0     8   14   15  0  0 100  0
 0  0      0 174400  31184 317144    0    0     0     0    8   13  0  0 100  0
 1  0      0 174400  31192 317136    0    0     0    12   10   17  0  0 100  0
 0  0      0 174400  31192 317144    0    0     0     0   14   18  0  1 99  0
 0  0      0 174400  31192 317144    0    0     0     0    9   11  0  0 100  0
 0  0      0 174400  31192 317144    0    0     0     0    9   15  0  0 100  0
 0  0      0 174400  31192 317144    0    0     0     0   10   11  0  0 100  0
 0  0      0 174400  31192 317144    0    0     0     0    9   15  0  0 100  0
 0  0      0 174400  31200 317136    0    0     0    12   14   24  1  0 98  1
 0  0      0 174400  31200 317144    0    0     0     0    9   14  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174400  31200 317144    0    0     0     0   12   23  0  0 100  0
 0  0      0 174400  31200 317144    0    0     0     0   11   15  0  0 100  0
 0  0      0 174400  31200 317144    0    0     0     0   10   11  0  0 100  0
 0  0      0 174400  31200 317144    0    0     0     0    8   13  0  0 100  0
 0  0      0 174400  31208 317136    0    0     0    12   10   21  0  0 99  1
 0  0      0 174400  31208 317144    0    0     0     4   11   18  0  0 100  0
 1  0      0 174400  31208 317144    0    0     0     0    9   11  0  0 100  0
 0  0      0 174400  31208 317144    0    0     0     0    9   13  0  1 99  0
 0  0      0 174400  31208 317144    0    0     0     0   10   11  0  0 100  0
 0  0      0 174400  31208 317144    0    0     0     0    9   15  0  0 100  0
 0  0      0 174400  31216 317136    0    0     0    24   14   21  0  0 99  1
 0  0      0 174400  31216 317144    0    0     0     0   11   15  0  0 100  0
 0  0      0 174400  31216 317144    0    0     0     0    8   11  0  0 100  0
 0  0      0 174400  31216 317144    0    0     0     0    9   15  0  0 100  0
 0  0      0 174400  31216 317144    0    0     0     0   10   13  0  0 100  0
 0  0      0 174400  31216 317144    0    0     0     0   11   15  0  0 100  0
 0  0      0 174400  31224 317136    0    0     0    16   11   19  0  0 99  1
 0  0      0 174400  31224 317144    0    0     0     0   10   17  0  0 100  0
 0  0      0 174400  31224 317144    0    0     0     0   10   11  0  0 100  0
 0  0      0 174400  31224 317144    0    0     0     0    8   15  0  0 100  0
 1  0      0 174400  31224 317144    0    0     0     0   10   13  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  2      0 174400  31228 317140    0    0     0    12   13   29  0  1 99  0
 0  0      0 174400  31232 317136    0    0     0     4   14   17  0  0 100  0
 0  0      0 174400  31232 317144    0    0     0     0   12   15  0  0 100  0
 0  0      0 174400  31232 317144    0    0     0     0    8   11  0  0 100  0
 0  0      0 174400  31232 317144    0    0     0     8   16   17  0  0 100  0
 0  0      0 174400  31232 317144    0    0     0     0   11   11  0  0 100  0
 0  0      0 174400  31240 317136    0    0     0    16   12   20  0  0 99  1
 0  0      0 174400  31240 317144    0    0     0     0   13   18  0  0 100  0
 0  0      0 174400  31240 317144    0    0     0     0   11   18  0  0 100  0
 0  0      0 174400  31240 317144    0    0     0     0   10   13  0  0 100  0
 0  0      0 174400  31240 317144    0    0     0     0    8   13  0  0 100  0
 0  0      0 174400  31240 317144    0    0     0     0    8   11  0  0 100  0
 0  0      0 174400  31248 317144    0    0     0    16   13   23  0  0 100  0
 0  0      0 174400  31248 317144    0    0     0     0   10   11  0  0 100  0
 0  0      0 174276  31248 317148    0    0     0     0   10   17  0  0 100  0
 0  0      0 174276  31248 317148    0    0     0     0    9   13  0  0 100  0
 0  0      0 174276  31248 317148    0    0     0     0    9   15  0  0 100  0
 0  0      0 174276  31248 317148    0    0     0     0   10   11  0  0 100  0
 0  0      0 174276  31256 317148    0    0     0    16   13   21  0  0 99  1
 0  0      0 174276  31256 317148    0    0     0     4   11   13  0  1 99  0
 0  0      0 174276  31256 317148    0    0     0     0   10   17  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174276  31256 317148    0    0     0     0   10   21  0  0 100  0
 0  0      0 174276  31256 317148    0    0     0     0   10   13  0  0 100  0
 0  0      0 174276  31256 317148    0    0     0     0    8   11  0  0 100  0
 0  0      0 174276  31264 317148    0    0     0    24   14   25  0  0 100  0
 0  0      0 174276  31264 317148    0    0     0     0   13   13  0  0 100  0
 0  0      0 174276  31264 317148    0    0     0     0    9   14  0  0 100  0
 0  0      0 174276  31264 317148    0    0     0     0    8   11  0  0 100  0
 0  0      0 174276  31264 317148    0    0     0     0   11   15  0  0 100  0
 0  0      0 174276  31264 317148    0    0     0     0   11   15  0  0 100  0
 0  0      0 174276  31272 317148    0    0     0    16   11   21  0  0 99  1
 0  0      0 174276  31272 317148    0    0     0     0    8   11  0  0 100  0
 0  0      0 174276  31272 317148    0    0     0     0   12   17  0  0 100  0
 0  0      0 174276  31272 317148    0    0     0     0    9   11  0  0 100  0
 0  0      0 174276  31272 317148    0    0     0     0    9   15  0  0 100  0
 0  0      0 174276  31272 317148    0    0     0     0    8   11  0  0 100  0
 0  0      0 174276  31280 317148    0    0     0    16   13   23  0  0 99  1
 0  0      0 174276  31280 317148    0    0     0     0   11   15  0  0 100  0
 0  0      0 174276  31280 317148    0    0     0     0   11   12  0  1 99  0
 0  0      0 174276  31280 317148    0    0     0     8   11   15  0  0 100  0
 0  0      0 174276  31280 317148    0    0     0     0   11   15  0  0 100  0
 0  0      0 174276  31280 317148    0    0     0     0   10   11  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174276  31288 317148    0    0     0    16   13   31  0  0 99  1
 0  0      0 174276  31288 317148    0    0     0     0   10   11  0  0 100  0
 0  0      0 174276  31288 317148    0    0     0     0   13   20  0  0 100  0
 0  0      0 174276  31288 317148    0    0     0     0   12   13  0  0 100  0
 0  0      0 174276  31288 317148    0    0     0     0    8   13  0  0 100  0
 0  0      0 174276  31288 317148    0    0     0     0    9   11  0  0 100  0
 0  0      0 174276  31296 317148    0    0     0    16   13   23  0  0 100  0
 0  0      0 174276  31296 317148    0    0     0     0   11   13  0  0 100  0
 0  0      0 174276  31296 317148    0    0     0     0    9   15  0  0 100  0
 0  0      0 174276  31296 317148    0    0     0     0   10   11  0  0 100  0
 0  0      0 174276  31296 317148    0    0     0     0   10   15  0  0 100  0
 0  0      0 174276  31296 317148    0    0     0     0    9   11  0  0 100  0
 0  0      0 174276  31304 317148    0    0     0    16   13   24  0  0 99  1
 0  0      0 174276  31304 317148    0    0     0     0    9   11  0  0 100  0
 0  0      0 174276  31304 317148    0    0     0     0   10   17  0  0 100  0
 0  0      0 174276  31304 317148    0    0     0     0    8   11  0  0 100  0
 0  0      0 174276  31304 317148    0    0     0     0   10   12  0  1 99  0
 0  0      0 174276  31304 317148    0    0     0     0    9   15  0  0 100  0
 0  0      0 174276  31312 317148    0    0     0    16   15   25  0  0 99  1
 0  0      0 174276  31312 317148    0    0     0     0    9   11  0  0 100  0
 0  0      0 174276  31312 317152    0    0     0     0    9   15  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174276  31312 317152    0    0     0     0   11   21  0  0 100  0
 0  0      0 174276  31312 317152    0    0     0     0   12   17  0  0 100  0
 0  0      0 174276  31312 317152    0    0     0     0   11   11  0  0 100  0
 0  0      0 174276  31320 317152    0    0     0    16   11   21  0  0 100  0
 0  0      0 174276  31320 317152    0    0     0     0    9   13  0  0 100  0
 0  0      0 174276  31320 317152    0    0     0     0   10   17  0  0 100  0
 0  0      0 174276  31320 317152    0    0     0     0   12   15  0  0 100  0
 0  0      0 174276  31320 317152    0    0     0     0    8   13  0  0 100  0
 0  0      0 174276  31320 317152    0    0     0     0    9   11  0  0 100  0
 0  0      0 174276  31328 317152    0    0     0    12   12   21  0  0 99  1
 0  0      0 174276  31328 317152    0    0     0     0   10   11  0  0 100  0
 0  0      0 174276  31328 317152    0    0     0     0   11   18  0  0 100  0
 0  0      0 174276  31328 317152    0    0     0     0    8   11  0  0 100  0
 0  0      0 174276  31328 317152    0    0     0     0    9   15  0  0 100  0
 0  0      0 174276  31328 317152    0    0     0     0   10   11  0  1 99  0
 0  0      0 174276  31336 317152    0    0     0    12   10   19  0  0 100  0
 0  0      0 174276  31336 317152    0    0     0     0    9   13  0  0 100  0
 0  0      0 174276  31336 317152    0    0     0     0   13   17  0  0 100  0
 0  0      0 174276  31336 317152    0    0     0     0   10   11  0  0 100  0
 0  0      0 174276  31336 317152    0    0     0     0    8   13  0  0 100  0
 0  0      0 174276  31336 317152    0    0     0     0    8   11  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174276  31344 317144    0    0     0    12   15   33  1  0 98  1
 0  0      0 174276  31344 317144    0    0     0     0   12   13  0  0 100  0
 0  0      0 174276  31344 317152    0    0     0     0    9   15  0  0 100  0
 0  0      0 174276  31344 317152    0    0     0     0    8   11  0  0 100  0
 0  0      0 174276  31344 317152    0    0     0     0   11   15  0  0 100  0
 1  0      0 174276  31344 317152    0    0     0     4   13   13  0  0 100  0
 0  0      0 174276  31352 317144    0    0     0    24   12   21  0  0 100  0
 0  0      0 174276  31352 317144    0    0     0     0    9   11  0  0 100  0
 0  0      0 174276  31352 317152    0    0     0     0   10   17  0  0 100  0
 0  0      0 174276  31352 317152    0    0     0     0    9   11  0  0 100  0
 0  0      0 174276  31352 317152    0    0     0     0    9   15  0  0 100  0
 0  0      0 174276  31352 317152    0    0     0     0    9   13  0  0 100  0
 0  0      0 174276  31360 317144    0    0     0    16   14   21  0  0 99  1
 0  0      0 174276  31360 317152    0    0     0     0   13   17  0  1 99  0
 0  0      0 174276  31360 317152    0    0     0     0    9   13  0  0 100  0
 0  0      0 174276  31360 317152    0    0     0     0    9   12  0  0 100  0
 0  0      0 174276  31360 317152    0    0     0     0   10   16  0  0 100  0
 0  0      0 174276  31360 317152    0    0     0     0    9   11  0  0 100  0
 0  0      0 174152  31368 317152    0    0     0    16   11   21  0  0 100  0
 0  0      0 174152  31368 317152    0    0     0     0    8   11  0  0 100  0
 0  0      0 174152  31368 317152    0    0     0     0   12   21  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174152  31368 317152    0    0     0     0   11   23  0  0 100  0
 0  0      0 174152  31368 317152    0    0     0     0    9   13  0  0 100  0
 0  0      0 174152  31368 317152    0    0     0     0    8   11  0  0 100  0
 0  0      0 174152  31376 317156    0    0     0    16   13   24  0  0 99  1
 0  0      0 174152  31376 317156    0    0     0     8   13   13  0  0 100  0
 0  0      0 174152  31376 317156    0    0     0     0   10   13  0  1 99  0
 0  0      0 174152  31376 317156    0    0     0     0    8   11  0  0 100  0
 0  0      0 174152  31376 317156    0    0     0     0   10   15  0  0 100  0
 0  0      0 174152  31384 317148    0    0     0    12   11   17  0  0 99  1
 0  0      0 174152  31384 317156    0    0     0     0    9   15  0  0 100  0
 0  0      0 174152  31384 317156    0    0     0     0    9   13  0  0 100  0
 0  0      0 174152  31384 317156    0    0     0     0   12   17  0  0 100  0
 0  0      0 174152  31384 317156    0    0     0     0   10   11  0  0 100  0
 0  0      0 174152  31384 317156    0    0     0     0    8   13  0  0 100  0
 0  0      0 174152  31392 317148    0    0     0    12   11   19  0  0 99  1
 0  0      0 174152  31392 317156    0    0     0     0   10   19  0  0 100  0
 0  0      0 174152  31392 317156    0    0     0     0    9   11  0  0 100  0
 0  0      0 174152  31392 317156    0    0     0     0    9   15  0  0 100  0
 0  0      0 174152  31392 317156    0    0     0     0    9   11  0  0 100  0
 0  0      0 174152  31392 317156    0    0     0     4   12   17  0  0 100  0
 0  0      0 174152  31400 317148    0    0     0    24   12   19  0  0 99  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174152  31400 317156    0    0     0     0    9   23  0  0 100  0
 0  0      0 174152  31400 317156    0    0     0     0   10   13  0  0 100  0
 0  0      0 174152  31400 317156    0    0     0     0   11   17  0  0 100  0
 0  0      0 174152  31400 317156    0    0     0     0   11   13  0  0 100  0
 0  0      0 174152  31400 317156    0    0     0     0    9   15  0  0 100  0
 0  0      0 174152  31408 317148    0    0     0    16   11   19  0  0 99  1
 0  0      0 174152  31408 317156    0    0     0     0    9   15  0  0 100  0
 0  0      0 174152  31408 317156    0    0     0     0   10   11  0  0 100  0
 0  0      0 174152  31408 317156    0    0     0     0   10   17  0  0 100  0
 0  0      0 174152  31408 317156    0    0     0     0    9   13  0  1 99  0
 0  0      0 174152  31408 317156    0    0     0     0    9   15  0  0 100  0
 0  0      0 174152  31416 317148    0    0     0    16   12   19  0  0 100  0
 0  0      0 174152  31416 317156    0    0     0     0    8   13  0  0 100  0
 0  0      0 174152  31416 317156    0    0     0     0   12   13  0  0 100  0
 0  0      0 174152  31416 317156    0    0     0     0   10   17  0  0 100  0
 0  0      0 174152  31416 317156    0    0     0     0    9   11  0  0 100  0
 0  0      0 174152  31416 317156    0    0     0     0    9   13  0  0 100  0
 0  0      0 174152  31424 317148    0    0     0    16   11   19  0  0 100  0
 0  0      0 174152  31424 317156    0    0     0     8   13   17  0  0 100  0
 0  0      0 174152  31424 317156    0    0     0     0    9   11  0  0 100  0
 0  0      0 174152  31424 317156    0    0     0     0    9   15  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174152  31424 317156    0    0     0     0   10   21  0  0 100  0
 0  0      0 174152  31424 317156    0    0     0     0   11   15  0  0 100  0
 0  0      0 174152  31432 317156    0    0     0    16   13   23  0  0 99  1
 0  0      0 174152  31432 317156    0    0     0     0    8   13  0  0 100  0
 0  0      0 174152  31432 317156    0    0     0     0    9   13  0  0 100  0
 0  0      0 174152  31432 317156    0    0     0     0   11   15  0  0 100  0
 0  0      0 174152  31432 317156    0    0     0     0    9   13  0  0 100  0
 0  0      0 174152  31432 317156    0    0     0     0    9   13  0  0 100  0
 0  0      0 174152  31440 317156    0    0     0    16   12   21  0  0 96  4
 0  0      0 174152  31440 317156    0    0     0     0    9   13  0  0 100  0
 0  0      0 174152  31440 317160    0    0     0     0   11   17  0  1 99  0
 0  0      0 174152  31440 317160    0    0     0     0    9   12  0  0 100  0
 0  0      0 174152  31440 317160    0    0     0     8   10   14  0  0 100  0
 0  0      0 174152  31440 317160    0    0     0     0    9   12  0  0 100  0
 0  0      0 174152  31448 317160    0    0     0    24   12   23  0  0 100  0
 0  0      0 174152  31448 317160    0    0     0     0    8   11  0  0 100  0
 0  0      0 174152  31448 317160    0    0     0     0   10   13  0  0 100  0
 0  0      0 174152  31448 317160    0    0     0     0   12   21  0  0 100  0
 0  0      0 174152  31448 317160    0    0     0     0    9   13  0  0 100  0
 0  0      0 174152  31448 317160    0    0     0     0    8   13  0  0 100  0
 0  0      0 174152  31456 317160    0    0     0    16   11   21  0  0 97  3
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174152  31456 317160    0    0     0     0   12   23  0  0 100  0
 0  0      0 174152  31456 317160    0    0     0     0   11   15  0  0 100  0
 0  0      0 174152  31456 317160    0    0     0     0   10   13  0  0 100  0
 0  0      0 174152  31456 317160    0    0     0     0    9   13  0  0 100  0
 0  0      0 174152  31456 317160    0    0     0     0   10   13  0  0 100  0
 0  0      0 174152  31464 317160    0    0     0    16   15   21  0  0 99  1
 0  0      0 174152  31464 317160    0    0     0     0    9   13  0  0 100  0
 0  0      0 174152  31464 317160    0    0     0     0    8   13  0  0 100  0
 0  0      0 174152  31464 317160    0    0     0     0   10   17  0  0 100  0
 0  0      0 174152  31464 317160    0    0     0     0   11   13  0  1 99  0
 0  0      0 174152  31464 317160    0    0     0     0    8   13  0  0 100  0
 0  0      0 174152  31472 317152    0    0     0    28   15   21  0  0 99  1
 0  0      0 174152  31472 317160    0    0     0     0   10   17  0  0 100  0
 0  0      0 174152  31472 317160    0    0     0     0    9   13  0  0 100  0
 0  0      0 174152  31472 317160    0    0     0     0    9   14  0  0 100  0
 0  0      0 174152  31472 317160    0    0     0     0    8   13  0  0 100  0
 0  0      0 174152  31472 317160    0    0     0     0   11   15  0  0 100  0
 0  0      0 174152  31480 317160    0    0     0    16   12   21  0  0 99  1
 0  0      0 174152  31480 317160    0    0     0     0    8   11  0  0 100  0
 0  0      0 174152  31480 317160    0    0     0     0    9   15  0  0 100  0
 0  0      0 174152  31480 317160    0    0     0     0   11   15  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174152  31480 317160    0    0     0     0   12   25  0  0 100  0
 0  0      0 174152  31480 317160    0    0     0     0    9   11  0  0 99  0
 0  0      0 174028  31488 317160    0    0     0    16   12   21  0  0 99  1
 0  0      0 174028  31488 317160    0    0     0     0    9   13  0  0 100  0
 0  0      0 174028  31488 317160    0    0     0     0    9   13  0  0 100  0
 0  0      0 174028  31488 317160    0    0     0     4   12   15  0  0 100  0
 0  0      0 174028  31488 317160    0    0     0     0    8   13  0  0 100  0
 0  0      0 174028  31488 317160    0    0     0     0    9   15  0  0 100  0
 0  0      0 174028  31496 317160    0    0     0    16   14   21  0  1 99  0
 0  0      0 174028  31496 317160    0    0     0     0    8   11  0  0 100  0
 0  0      0 174028  31496 317160    0    0     0     0    9   15  0  0 100  0
 0  0      0 174028  31496 317160    0    0     0     0   12   15  0  0 100  0
 0  0      0 174028  31496 317160    0    0     0     0    9   13  0  0 100  0
 0  0      0 174028  31496 317160    0    0     0     0    8   11  0  0 100  0
 0  0      0 174028  31504 317160    0    0     0    16   12   21  0  0 99  1
 0  0      0 174028  31504 317160    0    0     0     0   10   15  0  0 100  0
 0  0      0 174028  31504 317164    0    0     0     0    9   13  0  0 100  0
 0  0      0 174028  31504 317164    0    0     0     0   10   13  0  0 100  0
 0  0      0 174028  31504 317164    0    0     0     0    8   15  0  0 100  0
 0  0      0 174028  31504 317164    0    0     0     0    9   13  0  0 100  0
 0  0      0 174028  31512 317164    0    0     0    16   14   23  0  0 99  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 174028  31512 317164    0    0     0     0   12   21  0  0 100  0
 0  0      0 174028  31512 317164    0    0     0     0   11   13  0  0 100  0
 0  0      0 174028  31512 317164    0    0     0     0   11   17  0  0 100  0
 0  0      0 174028  31512 317164    0    0     0     0   10   13  0  0 100  0
 0  0      0 174028  31512 317164    0    0     0     0   11   13  0  0 100  0
 0  0      0 174028  31520 317164    0    0     0    12   11   19  0  0 100  0
 0  0      0 174028  31520 317164    0    0     0     0    9   13  0  0 100  0
 0  0      0 173904  31520 317164    0    0     0     0   13   17  0  2 98  0
 0  0      0 173904  31520 317164    0    0     0     0   11   12  0  0 100  0
 0  0      0 173904  31520 317164    0    0     0     0    9   15  0  0 100  0
 0  0      0 173904  31520 317164    0    0     0     0    9   13  0  0 100  0
 0  0      0 173904  31528 317164    0    0     0    12   12   19  0  0 99  1
 0  0      0 173904  31528 317164    0    0     0     0    9   13  0  0 100  0
 0  0      0 173904  31528 317164    0    0     0     0    8   13  0  0 100  0
 0  0      0 173904  31528 317164    0    0     0     0   12   18  0  0 100  0
 0  0      0 173904  31528 317164    0    0     0     0    9   13  0  0 100  0
 0  0      0 173904  31528 317164    0    0     0     0    8   11  0  0 100  0
 0  0      0 173904  31536 317164    0    0     0    12   10   21  0  0 99  1
 0  0      0 173904  31536 317164    0    0     0     0    9   13  0  0 100  0
 0  0      0 173904  31536 317164    0    0     0     4   13   15  0  0 100  0
 0  0      0 173904  31536 317164    0    0     0     0   10   13  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 173904  31536 317164    0    0     0     0   11   23  0  0 100  0
 0  0      0 173904  31536 317164    0    0     0     0   11   13  0  0 100  0
 0  0      0 173904  31544 317164    0    0     0    24   12   21  0  0 99  1
 0  0      0 173904  31544 317164    0    0     0     0    9   13  0  0 100  0
 0  0      0 173904  31544 317164    0    0     0     0    8   13  0  0 100  0
 0  0      0 173904  31544 317164    0    0     0     0   11   15  0  0 100  0
 0  0      0 173904  31544 317164    0    0     0     0    9   13  0  0 100  0
 0  0      0 173904  31544 317164    0    0     0     0    9   11  0  0 100  0
 0  0      0 173904  31552 317164    0    0     0    16   13   23  0  0 99  1
