procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182336  23544 316664    0    0     0     0   10   13  0  0 100  0
 0  0      0 182336  23552 316656    0    0     0    16   13   21  0  0 100  0
 0  0      0 182336  23552 316664    0    0     0     0   12   13  0  0 100  0
 0  0      0 182336  23552 316664    0    0     0     0   10   13  0  0 100  0
 0  0      0 182336  23552 316664    0    0     0     0   11   15  0  0 100  0
 0  0      0 182336  23552 316664    0    0     0     0   10   15  0  0 100  0
 0  0      0 182336  23552 316664    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23560 316656    0    0     0    12   13   17  0  0 99  1
 0  0      0 182336  23560 316664    0    0     0     0   10   14  0  0 100  0
 0  0      0 182336  23560 316664    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23560 316664    0    0     0     0    9   11  0  0 100  0
 0  0      0 182336  23560 316664    0    0     0     0    9   15  0  0 100  0
 0  0      0 182336  23560 316664    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23568 316656    0    0     0    16   15   21  0  0 99  1
 0  0      0 182336  23568 316664    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23568 316664    0    0     0     0    8   11  0  0 100  0
 0  0      0 182336  23568 316664    0    0     0     0   10   13  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182336  23568 316664    0    0     0     0   14   27  0  0 100  0
 0  0      0 182336  23568 316664    0    0     0     0   13   16  0  0 100  0
 0  0      0 182336  23576 316656    0    0     0    24   12   19  0  0 99  1
 0  0      0 182336  23576 316664    0    0     0     0   11   13  0  0 100  0
 0  0      0 182336  23576 316664    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23576 316664    0    0     0     0   10   12  0  0 100  0
 0  0      0 182336  23576 316664    0    0     0     0   11   16  0  0 100  0
 0  0      0 182336  23576 316664    0    0     0     0    8   13  0  0 100  0
 0  0      0 182336  23584 316656    0    0     0    16   13   21  0  0 100  0
 0  0      0 182336  23584 316664    0    0     0     0   11   15  0  0 100  0
 0  0      0 182336  23584 316664    0    0     0     0   10   11  0  1 99  0
 0  0      0 182336  23584 316664    0    0     0     8   11   14  0  0 100  0
 0  0      0 182336  23584 316664    0    0     0     0   11   15  0  0 100  0
 0  0      0 182336  23584 316664    0    0     0     0   10   13  0  0 100  0
 0  0      0 182336  23592 316656    0    0     0    16   11   19  0  0 99  1
 0  0      0 182336  23592 316664    0    0     0     0   10   13  0  0 100  0
 0  0      0 182336  23592 316664    0    0     0     0   12   19  0  0 100  0
 0  0      0 182336  23592 316664    0    0     0     0   12   17  0  0 100  0
 0  0      0 182336  23592 316664    0    0     0     0    9   12  0  0 100  0
 0  0      0 182336  23592 316664    0    0     0     0    8   13  0  0 100  0
 0  0      0 182336  23600 316656    0    0     0    16   12   21  0  0 99  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182336  23600 316664    0    0     0     0   13   24  0  0 100  0
 0  0      0 182336  23600 316664    0    0     0     0   11   11  0  0 100  0
 0  0      0 182336  23600 316664    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23600 316664    0    0     0     0   11   16  0  0 100  0
 0  0      0 182336  23600 316664    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23608 316656    0    0     0    16   13   23  0  0 100  0
 0  0      0 182336  23608 316668    0    0     0     0   10   13  0  0 100  0
 0  0      0 182336  23608 316668    0    0     0     0   11   13  0  0 100  0
 0  0      0 182336  23608 316668    0    0     0     0   11   13  0  0 100  0
 0  0      0 182336  23608 316668    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23608 316668    0    0     0     8   11   16  0  0 100  0
 0  0      0 182336  23616 316660    0    0     0    24   12   21  0  0 98  2
 0  0      0 182336  23616 316668    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23616 316668    0    0     0     0    8   11  0  0 100  0
 0  0      0 182336  23616 316668    0    0     0     0    8   13  0  0 100  0
 0  0      0 182336  23616 316668    0    0     0     0   12   17  1  0 99  0
 0  0      0 182336  23616 316668    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23624 316660    0    0     0    16   11   19  0  0 99  1
 0  0      0 182336  23624 316668    0    0     0     0   10   13  0  0 100  0
 0  0      0 182336  23624 316668    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23624 316668    0    0     0     0   10   14  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182336  23624 316668    0    0     0     0   10   23  0  0 100  0
 0  0      0 182336  23624 316668    0    0     0     0   12   13  0  0 100  0
 0  0      0 182336  23632 316660    0    0     0    16   14   21  0  0 99  1
 0  0      0 182336  23632 316668    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23632 316668    0    0     0     8   12   13  0  0 100  0
 0  0      0 182336  23632 316668    0    0     0     0    9   17  0  0 100  0
 0  0      0 182336  23632 316668    0    0     0     0   10   15  0  0 100  0
 0  0      0 182336  23632 316668    0    0     0     0   10   13  0  1 99  0
 0  0      0 182336  23640 316660    0    0     0    16   11   19  0  0 98  2
 0  0      0 182336  23640 316668    0    0     0     0   10   14  0  0 100  0
 0  0      0 182336  23640 316668    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23640 316668    0    0     0     0   11   13  0  0 100  0
 0  0      0 182336  23640 316668    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23640 316668    0    0     0     0    9   15  0  0 100  0
 0  0      0 182336  23648 316660    0    0     0    16   15   23  0  0 99  1
 0  0      0 182336  23648 316668    0    0     0     0   11   13  0  0 99  0
 0  0      0 182336  23648 316668    0    0     0     0    8   11  0  0 100  0
 0  0      0 182336  23648 316668    0    0     0     0   10   13  0  0 100  0
 0  0      0 182336  23648 316668    0    0     0     0   11   15  0  0 100  0
 0  0      0 182336  23648 316668    0    0     0     0   10   14  0  0 100  0
 0  0      0 182336  23656 316660    0    0     0    16   12   21  0  1 98  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182336  23656 316668    0    0     0     0   12   23  0  0 100  0
 0  0      0 182336  23656 316668    0    0     0     0   11   13  0  0 100  0
 0  0      0 182336  23656 316668    0    0     0     0   11   13  0  0 100  0
 0  0      0 182336  23656 316668    0    0     0     4   12   15  0  0 100  0
 0  0      0 182336  23656 316668    0    0     0     0    8   13  0  0 100  0
 0  0      0 182336  23664 316660    0    0     0    16   15   21  0  0 99  1
 0  0      0 182336  23664 316668    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23664 316668    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23664 316668    0    0     0     0    9   14  0  0 100  0
 0  0      0 182336  23664 316668    0    0     0     0   11   15  0  0 100  0
 0  0      0 182336  23664 316668    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23672 316660    0    0     0    16   12   19  0  0 99  1
 0  0      0 182336  23672 316672    0    0     0     0    9   13  0  0 100  0
 0  0      0 182336  23672 316672    0    0     0     0   12   17  0  0 100  0
 0  0      0 182212  23672 316672    0    0     0     0   14   17  0  1 99  0
 0  0      0 182212  23672 316672    0    0     0     0   10   12  0  0 100  0
 0  0      0 182212  23672 316672    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23680 316664    0    0     0    16   14   21  0  0 100  0
 0  0      0 182212  23680 316672    0    0     0     0   11   14  0  0 100  0
 0  0      0 182212  23680 316672    0    0     0     0    9   11  0  0 100  0
 0  0      0 182212  23680 316672    0    0     0     0    9   13  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182212  23680 316672    0    0     0     0   11   25  0  0 100  0
 0  0      0 182212  23680 316672    0    0     0     0   11   13  0  0 100  0
 0  0      0 182212  23688 316664    0    0     0    12   12   26  0  0 99  1
 0  0      0 182212  23688 316672    0    0     0     0    8   13  0  0 100  0
 0  0      0 182212  23688 316672    0    0     0     0   11   13  0  1 99  0
 0  0      0 182212  23688 316672    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23688 316672    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23688 316672    0    0     0     0    9   14  0  0 100  0
 0  0      0 182212  23696 316664    0    0     0    12   11   19  0  0 99  1
 0  0      0 182212  23696 316672    0    0     0     0   12   15  0  0 100  0
 0  0      0 182212  23696 316672    0    0     0     0    8   11  0  0 100  0
 0  0      0 182212  23696 316672    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23696 316672    0    0     0     0   12   17  0  0 100  0
 0  0      0 182212  23696 316672    0    0     0     0   10   13  0  0 100  0
 0  0      0 182212  23704 316664    0    0     0    12   11   17  0  0 99  1
 0  0      0 182212  23704 316672    0    0     0     0    8   13  0  0 100  0
 0  0      0 182212  23704 316672    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23704 316672    0    0     0     4   12   16  0  0 100  0
 0  0      0 182212  23704 316672    0    0     0     0   10   13  0  0 100  0
 0  0      0 182212  23704 316672    0    0     0     0    8   13  0  0 100  0
 0  0      0 182212  23712 316664    0    0     0    24   11   21  0  0 99  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182212  23712 316672    0    0     0     0   11   23  0  0 100  0
 0  0      0 182212  23712 316672    0    0     0     0   10   13  0  0 100  0
 0  0      0 182212  23712 316672    0    0     0     0    9   15  0  0 100  0
 0  0      0 182212  23712 316672    0    0     0     0   11   16  0  1 99  0
 0  0      0 182212  23712 316672    0    0     0     0   10   13  0  0 100  0
 0  0      0 182212  23720 316664    0    0     0    16   11   19  0  0 99  1
 0  0      0 182212  23720 316672    0    0     0     0   11   14  0  0 100  0
 0  0      0 182212  23720 316672    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23720 316672    0    0     0     0   12   13  0  0 100  0
 0  0      0 182212  23720 316672    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23720 316672    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23728 316664    0    0     0    28   17   25  0  0 99  1
 0  0      0 182212  23728 316672    0    0     0     0   10   13  0  0 100  0
 0  0      0 182212  23728 316672    0    0     0     0    9   11  0  0 100  0
 0  0      0 182212  23728 316672    0    0     0     0    8   13  0  0 100  0
 0  0      0 182212  23728 316672    0    0     0     0   12   17  0  0 100  0
 0  0      0 182212  23728 316672    0    0     0     0   12   14  0  1 99  0
 0  0      0 182212  23736 316664    0    0     0    16   12   19  0  0 100  0
 0  0      0 182212  23736 316676    0    0     0     0    8   13  0  0 100  0
 0  0      0 182212  23736 316676    0    0     0     0   10   13  0  0 100  0
 0  0      0 182212  23736 316676    0    0     0     0    9   13  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182212  23736 316676    0    0     0     0   13   25  0  0 100  0
 0  0      0 182212  23736 316676    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23744 316668    0    0     0    16   13   21  0  0 99  1
 0  0      0 182212  23744 316676    0    0     0     0   10   13  0  0 100  0
 0  0      0 182212  23744 316676    0    0     0     0    8   11  0  0 100  0
 0  0      0 182212  23744 316676    0    0     0     0   10   14  0  0 100  0
 0  0      0 182212  23744 316676    0    0     0     0   10   15  0  0 100  0
 0  0      0 182212  23744 316676    0    0     0     0   10   13  0  0 100  0
 0  0      0 182212  23752 316668    0    0     0    12   12   17  0  0 99  1
 0  0      0 182212  23752 316676    0    0     0     0    8   13  0  0 100  0
 0  0      0 182212  23752 316676    0    0     0     4   11   16  0  0 100  0
 0  0      0 182212  23752 316676    0    0     0     0   12   17  0  1 99  0
 0  0      0 182212  23752 316676    0    0     0     0    9   12  0  0 100  0
 0  0      0 182212  23752 316676    0    0     0     0    8   15  0  0 100  0
 0  0      0 182212  23760 316668    0    0     0    24   12   21  0  0 98  2
 0  0      0 182212  23760 316676    0    0     0     0   11   14  0  1 99  0
 0  0      0 182212  23760 316676    0    0     0     0    8   11  0  0 100  0
 0  0      0 182212  23760 316676    0    0     0     0    8   13  0  0 100  0
 0  0      0 182212  23760 316676    0    0     0     0   11   15  0  0 100  0
 0  0      0 182212  23760 316676    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23768 316668    0    0     0    16   12   21  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182212  23768 316676    0    0     0     0   10   25  0  0 100  0
 0  0      0 182212  23768 316676    0    0     0     0   12   13  0  0 100  0
 0  0      0 182212  23768 316676    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23768 316676    0    0     0     0   10   13  0  0 100  0
 0  0      0 182212  23768 316676    0    0     0     0    9   14  0  0 100  0
 0  0      0 182212  23776 316668    0    0     0    16   12   21  0  0 99  1
 0  0      0 182212  23776 316676    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23776 316676    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23776 316676    0    0     0     0    8   13  0  0 100  0
 0  0      0 182212  23776 316676    0    0     0     8   13   17  0  0 100  0
 0  0      0 182212  23776 316676    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23784 316668    0    0     0    16   11   19  0  0 99  1
 0  0      0 182212  23784 316676    0    0     0     0   11   13  0  0 100  0
 0  0      0 182212  23784 316676    0    0     0     0   10   13  0  0 100  0
 0  0      0 182212  23784 316676    0    0     0     0   10   14  0  0 100  0
 0  0      0 182212  23784 316676    0    0     0     0    9   15  0  0 100  0
 0  0      0 182212  23784 316676    0    0     0     0    8   13  0  0 100  0
 0  0      0 182212  23792 316668    0    0     0    16   12   21  0  0 99  1
 0  0      0 182212  23792 316676    0    0     0     0   10   13  0  0 100  0
 0  0      0 182212  23792 316676    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23792 316676    0    0     0     0   10   15  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182212  23792 316676    0    0     0     0   12   25  0  0 100  0
 0  0      0 182212  23792 316680    0    0     0     0   10   13  0  0 100  0
 0  0      0 182212  23800 316672    0    0     0    16   11   19  0  0 99  1
 0  0      0 182212  23800 316680    0    0     0     4   10   14  0  0 100  0
 0  0      0 182212  23800 316680    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23800 316680    0    0     0     0   11   13  0  0 100  0
 0  0      0 182212  23800 316680    0    0     0     0    9   14  0  0 100  0
 0  0      0 182212  23800 316680    0    0     0     0    8   13  0  0 100  0
 0  0      0 182212  23808 316672    0    0     0    24   13   23  0  0 99  1
 0  0      0 182212  23808 316680    0    0     0     0    9   13  0  0 100  0
 0  0      0 182212  23808 316680    0    0     0     0    8   11  0  0 100  0
 0  0      0 182212  23808 316680    0    0     0     0    8   13  0  0 100  0
 0  0      0 182212  23808 316680    0    0     0     0   11   15  0  1 99  0
 0  0      0 182212  23808 316680    0    0     0     0   10   14  0  0 100  0
 0  0      0 182088  23816 316672    0    0     0    16   12   19  0  0 99  1
 0  0      0 182088  23816 316680    0    0     0     0    8   13  0  0 100  0
 0  0      0 182088  23816 316680    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23816 316680    0    0     0     0    9   15  0  0 100  0
 0  0      0 182088  23816 316680    0    0     0     0   10   15  0  0 100  0
 0  0      0 182088  23816 316680    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23824 316672    0    0     0    16   12   21  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182088  23824 316680    0    0     0     0    9   23  0  0 100  0
 0  0      0 182088  23824 316680    0    0     0     0   10   11  0  0 100  0
 0  0      0 182088  23824 316680    0    0     0     8   11   14  0  0 100  0
 0  0      0 182088  23824 316680    0    0     0     0   10   15  0  0 100  0
 0  0      0 182088  23824 316680    0    0     0     0   10   14  0  1 99  0
 0  0      0 182088  23832 316672    0    0     0    16   11   19  0  0 99  1
 0  0      0 182088  23832 316680    0    0     0     0    8   13  0  0 100  0
 0  0      0 182088  23832 316680    0    0     0     0   11   17  0  0 100  0
 0  0      0 182088  23832 316680    0    0     0     0   11   17  0  0 100  0
 0  0      0 182088  23832 316680    0    0     0     0    9   12  0  0 100  0
 0  0      0 182088  23832 316680    0    0     0     0    8   13  0  0 100  0
 0  0      0 182088  23840 316672    0    0     0    16   13   23  1  0 98  1
 0  0      0 182088  23840 316680    0    0     0     0   10   14  0  0 100  0
 0  0      0 182088  23840 316680    0    0     0     0    8   11  0  0 100  0
 0  0      0 182088  23840 316680    0    0     0     0    8   13  0  0 100  0
 0  0      0 182088  23840 316680    0    0     0     0   10   15  0  0 100  0
 0  0      0 182088  23840 316680    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23848 316672    0    0     0    16   12   21  0  0 100  0
 0  0      0 182088  23848 316680    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23848 316680    0    0     0     0    9   15  0  0 100  0
 0  0      0 182088  23848 316680    0    0     0     0    9   13  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182088  23848 316680    0    0     0     0   11   23  0  0 100  0
 0  0      0 182088  23848 316680    0    0     0     0   10   14  0  0 100  0
 0  0      0 182088  23856 316672    0    0     0    16   12   21  0  0 99  1
 0  0      0 182088  23856 316680    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23856 316680    0    0     0     0    8   11  0  0 100  0
 0  0      0 182088  23856 316680    0    0     0     0    8   13  0  0 100  0
 0  0      0 182088  23856 316680    0    0     0     0   11   17  0  0 100  0
 0  0      0 182088  23856 316684    0    0     0     0   11   13  0  0 100  0
 0  0      0 182088  23864 316676    0    0     0    16   13   19  0  0 100  0
 0  0      0 182088  23864 316684    0    0     0     0    9   13  0  1 99  0
 0  0      0 182088  23864 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23864 316684    0    0     0     0   10   14  0  0 100  0
 0  0      0 182088  23864 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23864 316684    0    0     0     0    8   15  0  0 100  0
 0  0      0 182088  23872 316676    0    0     0    12   11   19  0  0 98  2
 0  0      0 182088  23872 316684    0    0     0     0   10   13  0  0 100  0
 0  0      0 182088  23872 316684    0    0     0     0   11   13  0  0 100  0
 0  0      0 182088  23872 316684    0    0     0     0   10   15  0  0 100  0
 0  0      0 182088  23872 316684    0    0     0     0   10   15  0  0 100  0
 0  0      0 182088  23872 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23880 316676    0    0     0    12   10   17  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182088  23880 316684    0    0     0     0   12   26  0  1 99  0
 0  0      0 182088  23880 316684    0    0     0     0   12   13  0  0 100  0
 0  0      0 182088  23880 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23880 316684    0    0     0     0   10   13  0  0 100  0
 0  0      0 182088  23880 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23888 316676    0    0     0    12   12   21  0  0 99  1
 0  0      0 182088  23888 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23888 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23888 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23888 316684    0    0     0     0   12   17  0  0 100  0
 0  0      0 182088  23888 316684    0    0     0     4   11   14  0  0 100  0
 0  0      0 182088  23896 316676    0    0     0    24   11   19  0  0 99  1
 0  0      0 182088  23896 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23896 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23896 316684    0    0     0     0   10   13  0  0 100  0
 0  0      0 182088  23896 316684    0    0     0     0   10   17  0  0 100  0
 0  0      0 182088  23896 316684    0    0     0     0   10   13  0  0 100  0
 0  0      0 182088  23904 316676    0    0     0    16   13   21  0  0 99  1
 0  0      0 182088  23904 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23904 316684    0    0     0     0    8   11  0  0 100  0
 0  0      0 182088  23904 316684    0    0     0     0   10   14  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 182088  23904 316684    0    0     0     0   14   25  0  1 99  0
 0  0      0 182088  23904 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23912 316676    0    0     0    16   11   21  0  0 100  0
 0  0      0 182088  23912 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23912 316684    0    0     0     0   11   17  0  0 100  0
 0  0      0 182088  23912 316684    0    0     0     0   12   17  0  1 99  0
 0  0      0 182088  23912 316684    0    0     0     0   10   12  0  0 100  0
 0  0      0 182088  23912 316684    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23920 316676    0    0     0    16   12   21  0  0 99  1
 0  0      0 182088  23920 316684    0    0     0     8   12   14  0  0 100  0
 0  0      0 182088  23920 316684    0    0     0     0    8   11  0  0 100  0
 0  0      0 182088  23920 316684    0    0     0     0    8   13  0  0 100  0
 0  0      0 182088  23920 316684    0    0     0     0   10   15  0  0 100  0
 0  0      0 182088  23920 316688    0    0     0     0   10   13  0  1 99  0
 0  0      0 182088  23928 316680    0    0     0    16   13   21  0  0 99  1
 0  0      0 182088  23928 316688    0    0     0     0    9   13  0  0 100  0
 0  0      0 182088  23928 316688    0    0     0     0    9   15  0  0 100  0
 0  0      0 182088  23928 316688    0    0     0     0    9   15  0  0 100  0
 0  0      0 182088  23928 316688    0    0     0     0   12   13  0  0 100  0
 0  0      0 182088  23928 316688    0    0     0     0   10   14  0  1 99  0
 0  0      0 181964  23936 316680    0    0     0    12   11   19  0  0 99  1
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 181964  23936 316688    0    0     0     0   11   23  0  0 100  0
 0  0      0 181964  23936 316688    0    0     0     0   10   11  0  0 100  0
 0  0      0 181964  23936 316688    0    0     0     0    8   13  0  0 100  0
 0  0      0 181964  23936 316688    0    0     0     4   13   17  0  0 100  0
 0  0      0 181964  23936 316688    0    0     0     0    9   15  0  0 100  0
 0  0      0 181964  23944 316680    0    0     0    24   11   19  0  0 100  0
 0  0      0 181964  23944 316688    0    0     0     0    8   13  0  0 100  0
 0  0      0 181964  23944 316688    0    0     0     0    9   13  0  0 100  0
 0  0      0 181964  23944 316688    0    0     0     0   10   14  0  0 100  0
 0  0      0 181964  23944 316688    0    0     0     0    9   13  0  0 100  0
 0  0      0 181964  23944 316688    0    0     0     0    9   13  0  0 100  0
 0  0      0 181964  23952 316680    0    0     0    16   12   23  0  0 99  1
 0  0      0 181964  23952 316688    0    0     0     0    9   13  0  0 100  0
 0  0      0 181964  23952 316688    0    0     0     0   10   13  0  0 100  0
 0  0      0 181964  23952 316688    0    0     0     0    9   15  0  0 100  0
 0  0      0 181964  23952 316688    0    0     0     0   10   15  0  0 100  0
 0  0      0 181964  23952 316688    0    0     0     0   10   13  0  0 100  0
 0  0      0 181964  23960 316680    0    0     0    16   12   19  0  0 99  1
 0  0      0 181964  23960 316688    0    0     0     0   10   14  0  0 100  0
 0  0      0 181964  23960 316688    0    0     0     0   10   15  0  0 100  0
 0  0      0 181964  23960 316688    0    0     0     0    9   13  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 181964  23960 316688    0    0     0     0   11   23  0  0 100  0
 0  0      0 181964  23960 316688    0    0     0     0    9   13  0  0 100  0
 0  0      0 181964  23968 316680    0    0     0    28   17   23  0  1 99  0
 0  0      0 181964  23968 316688    0    0     0     0   10   13  0  0 100  0
 0  0      0 181964  23968 316688    0    0     0     0    9   11  0  0 100  0
 0  0      0 181964  23968 316688    0    0     0     0    9   13  0  0 100  0
 0  0      0 181964  23968 316688    0    0     0     0   11   17  0  0 100  0
 0  0      0 181964  23968 316688    0    0     0     0   10   14  0  0 100  0
 0  0      0 181964  23976 316680    0    0     0    16   12   19  0  0 99  1
 0  0      0 181964  23976 316688    0    0     0     0    9   13  0  0 100  0
 0  0      0 181964  23976 316688    0    0     0     0    9   13  0  0 100  0
 0  0      0 181964  23976 316688    0    0     0     0    9   13  0  0 100  0
 0  0      0 181964  23976 316688    0    0     0     0   10   15  0  0 100  0
 0  0      0 181964  23976 316688    0    0     0     0    8   15  0  0 100  0
 0  0      0 181964  23984 316680    0    0     0    16   13   21  0  0 99  1
 0  0      0 181964  23984 316688    0    0     0     0   10   13  0  0 100  0
 0  0      0 181964  23984 316688    0    0     0     0    9   11  0  0 100  0
 0  0      0 181964  23984 316688    0    0     0     4   11   14  0  0 100  0
 0  0      0 181964  23984 316688    0    0     0     0   10   15  0  0 100  0
 0  0      0 181964  23984 316692    0    0     0     0    9   13  0  0 100  0
 0  0      0 181964  23992 316684    0    0     0    16   11   19  0  0 100  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 181964  23992 316692    0    0     0     0   11   25  0  1 99  0
 0  0      0 181964  23992 316692    0    0     0     0   13   17  0  0 100  0
 0  0      0 181964  23992 316692    0    0     0     0   11   15  0  0 100  0
 0  0      0 181964  23992 316692    0    0     0     0   10   14  0  0 100  0
 0  0      0 181964  23992 316692    0    0     0     0   10   13  0  0 100  0
 0  0      0 181964  24000 316684    0    0     0    12   13   19  0  0 99  1
 0  0      0 181964  24000 316692    0    0     0     0   11   14  0  0 100  0
 0  0      0 181964  24000 316692    0    0     0     0    8   13  0  0 100  0
 0  0      0 181964  24000 316692    0    0     0     0    8   13  0  0 100  0
 0  0      0 181964  24000 316692    0    0     0     0   10   15  0  0 100  0
 0  0      0 181964  24000 316692    0    0     0     0   11   13  0  0 100  0
 0  0      0 181964  24008 316684    0    0     0    12   11   19  0  0 100  0
 0  0      0 181964  24008 316692    0    0     0     0    8   13  0  0 100  0
 0  0      0 181964  24008 316692    0    0     0     0   10   15  0  0 100  0
 0  0      0 181964  24008 316692    0    0     0     0    9   13  0  0 100  0
 0  0      0 181964  24008 316692    0    0     0     0    9   14  0  0 100  0
 0  0      0 181964  24008 316692    0    0     0     0   11   16  0  0 100  0
 0  0      0 181964  24016 316684    0    0     0    12   11   19  0  0 99  1
 0  0      0 181964  24016 316692    0    0     0     0   11   13  0  0 100  0
 0  0      0 181964  24016 316692    0    0     0     0    8   11  0  0 100  0
 0  0      0 181964  24016 316692    0    0     0     0    9   13  1  0 99  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
